State,County,Month,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F)
Illinois,DeKalb County,6,78.22,60.39
Illinois,DeKalb County,7,82.05,64.65
Illinois,DeKalb County,8,81.36,63.1
Illinois,DeKalb County,9,74.43,54.28
Illinois,DeKalb County,10,61.45,43.63
Illinois,DeKalb County,11,46.3,32.2
Illinois,DeKalb County,12,31.44,19.85
Illinois,De Witt County,1,31.14,17.97
Illinois,De Witt County,2,36.42,22.38
Illinois,De Witt County,3,49.02,32.24
Illinois,De Witt County,4,61.6,42.97
Illinois,De Witt County,5,72.41,53.97
Illinois,De Witt County,6,80.86,62.84
Illinois,De Witt County,7,84.3,66.43
Illinois,De Witt County,8,84.77,64.48
Illinois,De Witt County,9,77.9,55.4
Illinois,De Witt County,10,65.24,45.13
Illinois,De Witt County,11,50.8,34.54
Illinois,De Witt County,12,36.37,23.42
Illinois,Douglas County,1,32.55,19.43
Illinois,Douglas County,2,37.56,23.18
Illinois,Douglas County,3,49.61,33.03
Illinois,Douglas County,4,62.19,43.75
Illinois,Douglas County,5,72.73,54.47
Illinois,Douglas County,6,81.44,63.69
Illinois,Douglas County,7,84.52,67.27
Illinois,Douglas County,8,84.7,65.21
Illinois,Douglas County,9,78.33,56.44
Illinois,Douglas County,10,65.72,46.02
Illinois,Douglas County,11,51.71,35.64
Illinois,Douglas County,12,37.81,24.7
Illinois,DuPage County,1,27.21,14.85
Illinois,DuPage County,2,31.63,18.75
Illinois,DuPage County,3,44.21,29
Illinois,DuPage County,4,57.43,39.44
Illinois,DuPage County,5,68.42,49.63
Illinois,DuPage County,6,78.1,59.69
Illinois,DuPage County,7,82.34,64.42
Illinois,DuPage County,8,81.5,63.34
Illinois,DuPage County,9,74.45,54.55
Illinois,DuPage County,10,61.35,43.49
Illinois,DuPage County,11,46.58,32.44
Illinois,DuPage County,12,32.16,20.81
Illinois,Edgar County,1,32.72,19.53
Illinois,Edgar County,2,37.54,23.05
Illinois,Edgar County,3,49.55,33.03
Illinois,Edgar County,4,62.11,43.64
Illinois,Edgar County,5,72.43,54.16
Illinois,Edgar County,6,81.28,63.66
Illinois,Edgar County,7,84.34,67.36
Illinois,Edgar County,8,84.28,65.25
Illinois,Edgar County,9,78.23,56.51
Illinois,Edgar County,10,65.51,45.86
Illinois,Edgar County,11,51.68,35.64
Illinois,Edgar County,12,37.87,24.78
Illinois,Edwards County,1,37.32,23.77
Illinois,Edwards County,2,42.43,26.87
Illinois,Edwards County,3,53.6,36.01
Illinois,Edwards County,4,64.81,45.39
Illinois,Edwards County,5,74.68,56.3
Illinois,Edwards County,6,83.33,65.88
Illinois,Edwards County,7,86.78,69.91
Illinois,Edwards County,8,87.07,67.69
Illinois,Edwards County,9,80.4,58.37
Illinois,Edwards County,10,68.09,47.12
Illinois,Edwards County,11,54.74,37.1
Illinois,Edwards County,12,41.74,27.52
Illinois,Effingham County,1,35.03,21.84
Illinois,Effingham County,2,40.17,25.38
Illinois,Effingham County,3,51.71,34.82
Illinois,Effingham County,4,63.49,44.95
Illinois,Effingham County,5,73.56,55.64
Illinois,Effingham County,6,82.5,65.33
Illinois,Effingham County,7,86.05,69.17
Illinois,Effingham County,8,86.36,67.08
Illinois,Effingham County,9,79.62,58.06
Illinois,Effingham County,10,66.96,47.24
Illinois,Effingham County,11,53.23,36.85
Illinois,Effingham County,12,39.89,26.37
Illinois,Fayette County,1,35.07,21.67
Illinois,Fayette County,2,40.31,25.28
Illinois,Fayette County,3,52.06,34.82
Illinois,Fayette County,4,63.75,44.85
Illinois,Fayette County,5,73.81,55.58
Illinois,Fayette County,6,82.76,65.25
Illinois,Fayette County,7,86.61,69.15
Illinois,Fayette County,8,87.03,67.04
Illinois,Fayette County,9,79.88,57.86
Illinois,Fayette County,10,67.24,47.07
Illinois,Fayette County,11,53.4,36.66
Illinois,Fayette County,12,39.95,26.09
Illinois,Ford County,1,29.77,17.11
Illinois,Ford County,2,34.28,20.98
Illinois,Ford County,3,46.6,30.99
Illinois,Ford County,4,59.91,42.28
Illinois,Ford County,5,71.48,53.53
Illinois,Ford County,6,80.05,62.49
Illinois,Ford County,7,83.05,66.04
Illinois,Ford County,8,83.14,64.19
Illinois,Ford County,9,76.91,55.68
Illinois,Ford County,10,64.12,45.4
Illinois,Ford County,11,49.52,34.5
Illinois,Ford County,12,34.79,22.86
Illinois,Franklin County,1,38.51,24.41
Illinois,Franklin County,2,43.5,27.94
Illinois,Franklin County,3,54.78,37.16
Illinois,Franklin County,4,65.89,46.58
Illinois,Franklin County,5,75.29,57.37
Illinois,Franklin County,6,83.89,67.09
Illinois,Franklin County,7,87.85,71.44
Illinois,Franklin County,8,88.14,69.3
Illinois,Franklin County,9,80.81,59.62
Illinois,Franklin County,10,68.93,48.29
Illinois,Franklin County,11,55.6,38.09
Illinois,Franklin County,12,42.81,28.51
Illinois,Fulton County,1,30.59,17.27
Illinois,Fulton County,2,35.9,21.55
Illinois,Fulton County,3,49.11,31.88
Illinois,Fulton County,4,61.66,42.52
Illinois,Fulton County,5,72.13,52.99
Illinois,Fulton County,6,81.24,62.56
Illinois,Fulton County,7,86.25,66.91
Illinois,Fulton County,8,86.49,64.91
Illinois,Fulton County,9,78.2,55.21
Illinois,Fulton County,10,65.12,44.56
Illinois,Fulton County,11,50.47,33.72
Illinois,Fulton County,12,35.79,22.24
Illinois,Gallatin County,1,39.5,25.41
Illinois,Gallatin County,2,44.24,28.56
Illinois,Gallatin County,3,55.14,37.33
Illinois,Gallatin County,4,66.23,46.61
Illinois,Gallatin County,5,75.55,57.28
Illinois,Gallatin County,6,83.91,66.79
Illinois,Gallatin County,7,87.48,71.14
Illinois,Gallatin County,8,87.42,68.94
Illinois,Gallatin County,9,80.51,59.48
Illinois,Gallatin County,10,69.02,48.25
Illinois,Gallatin County,11,56.15,38.55
Illinois,Gallatin County,12,43.56,29.15
Illinois,Greene County,1,34.29,20.5
Illinois,Greene County,2,39.74,24.6
Illinois,Greene County,3,52.09,34.27
Illinois,Greene County,4,63.77,44.29
Illinois,Greene County,5,73.62,54.71
Illinois,Greene County,6,82.64,64.47
Illinois,Greene County,7,87.7,68.79
Illinois,Greene County,8,88.41,66.88
Illinois,Greene County,9,80.09,57.09
Illinois,Greene County,10,67.22,46.19
Illinois,Greene County,11,53.15,35.74
Illinois,Greene County,12,39.18,25.03
Illinois,Grundy County,1,28.77,16.17
Illinois,Grundy County,2,33.49,20.31
Illinois,Grundy County,3,46.33,30.38
Illinois,Grundy County,4,59.76,41.22
Illinois,Grundy County,5,70.95,51.88
Illinois,Grundy County,6,79.82,60.98
Illinois,Grundy County,7,83.36,64.94
Illinois,Grundy County,8,83.16,63.35
Illinois,Grundy County,9,76.51,54.68
Illinois,Grundy County,10,63.54,44.42
Illinois,Grundy County,11,48.52,33.55
Illinois,Grundy County,12,33.7,21.88
Illinois,Hamilton County,1,38.46,24.43
Illinois,Hamilton County,2,43.39,27.77
Illinois,Hamilton County,3,54.57,36.92
Illinois,Hamilton County,4,65.72,46.27
Illinois,Hamilton County,5,75.23,57.07
Illinois,Hamilton County,6,83.75,66.66
Illinois,Hamilton County,7,87.42,70.91
Illinois,Hamilton County,8,87.59,68.73
Illinois,Hamilton County,9,80.54,59.19
Illinois,Hamilton County,10,68.71,47.96
Illinois,Hamilton County,11,55.52,38.01
Illinois,Hamilton County,12,42.75,28.43
Illinois,Hancock County,1,30.75,16.83
Illinois,Hancock County,2,35.96,21.21
Illinois,Hancock County,3,49.4,31.83
Illinois,Hancock County,4,61.91,42.58
Illinois,Hancock County,5,72.26,53
Illinois,Hancock County,6,81.6,62.88
Illinois,Hancock County,7,87.03,67.56
Illinois,Hancock County,8,87.02,65.28
Illinois,Hancock County,9,78.42,55.2
Illinois,Hancock County,10,65.33,44.55
Illinois,Hancock County,11,50.72,33.63
Illinois,Hancock County,12,35.84,21.95
Illinois,Hardin County,1,39.77,25.54
Illinois,Hardin County,2,44.5,28.79
Illinois,Hardin County,3,55.22,37.27
Illinois,Hardin County,4,66.04,46.32
Illinois,Hardin County,5,75.17,56.84
Illinois,Hardin County,6,83.48,66.4
Illinois,Hardin County,7,87.14,70.95
Illinois,Hardin County,8,87.16,68.9
Illinois,Hardin County,9,80.27,59.41
Illinois,Hardin County,10,68.83,47.85
Illinois,Hardin County,11,56.09,38.27
Illinois,Hardin County,12,43.71,29.14
Illinois,Henderson County,1,29.28,15.43
Illinois,Henderson County,2,34.29,19.85
Illinois,Henderson County,3,48.05,31.02
Illinois,Henderson County,4,61.01,42.02
Illinois,Henderson County,5,71.82,52.65
Illinois,Henderson County,6,81.05,62.25
Illinois,Henderson County,7,86.25,66.76
Illinois,Henderson County,8,86.26,64.58
Illinois,Henderson County,9,77.74,54.65
Illinois,Henderson County,10,64.54,44.11
Illinois,Henderson County,11,49.61,33.01
Illinois,Henderson County,12,34.51,20.96
Illinois,Henry County,1,27.4,13.93
Illinois,Henry County,2,32.51,18.61
Illinois,Henry County,3,46.7,30.06
Illinois,Henry County,4,60.04,41.09
Illinois,Henry County,5,71,51.8
Illinois,Henry County,6,80.13,61.13
Illinois,Henry County,7,84.82,65.51
Illinois,Henry County,8,84.71,63.53
Illinois,Henry County,9,76.57,53.6
Illinois,Henry County,10,63.33,43.2
Illinois,Henry County,11,48.09,31.97
Illinois,Henry County,12,32.76,19.77
Illinois,Iroquois County,1,29.67,16.82
Illinois,Iroquois County,2,34.07,20.51
Illinois,Iroquois County,3,46.9,30.91
Illinois,Iroquois County,4,60.2,42.06
Illinois,Iroquois County,5,71.42,52.87
Illinois,Iroquois County,6,80.09,61.84
Illinois,Iroquois County,7,83.09,65.43
Illinois,Iroquois County,8,82.85,63.48
Illinois,Iroquois County,9,76.92,55.11
Illinois,Iroquois County,10,64.06,45.02
Illinois,Iroquois County,11,49.45,34.36
Illinois,Iroquois County,12,34.71,22.66
Illinois,Jackson County,1,38.89,24.46
Illinois,Jackson County,2,43.94,28.02
Illinois,Jackson County,3,55.26,37.16
Illinois,Jackson County,4,66.3,46.46
Illinois,Jackson County,5,75.49,57.16
Illinois,Jackson County,6,84.15,67.06
Illinois,Jackson County,7,88.05,71.46
Illinois,Jackson County,8,88,69.34
Illinois,Jackson County,9,80.49,59.5
Illinois,Jackson County,10,69,48.16
Illinois,Jackson County,11,55.82,37.99
Illinois,Jackson County,12,43.08,28.5
Illinois,Jasper County,1,35.41,22.38
Illinois,Jasper County,2,40.52,25.83
Illinois,Jasper County,3,52,35.21
Illinois,Jasper County,4,63.62,45.28
Illinois,Jasper County,5,73.66,55.98
Illinois,Jasper County,6,82.6,65.75
Illinois,Jasper County,7,85.9,69.55
Illinois,Jasper County,8,85.84,67.36
Illinois,Jasper County,9,79.47,58.4
Illinois,Jasper County,10,66.99,47.6
Illinois,Jasper County,11,53.39,37.16
Illinois,Jasper County,12,40.16,26.93
Illinois,Jefferson County,1,37.43,23.72
Illinois,Jefferson County,2,42.46,27.34
Illinois,Jefferson County,3,53.75,36.63
Illinois,Jefferson County,4,64.98,46.34
Illinois,Jefferson County,5,74.62,57.12
Illinois,Jefferson County,6,83.5,66.93
Illinois,Jefferson County,7,87.4,71.1
Illinois,Jefferson County,8,87.94,69.11
Illinois,Jefferson County,9,80.59,59.63
Illinois,Jefferson County,10,68.31,48.41
Illinois,Jefferson County,11,54.82,37.95
Illinois,Jefferson County,12,41.86,27.97
Illinois,Jersey County,1,35.29,21.44
Illinois,Jersey County,2,40.68,25.38
Illinois,Jersey County,3,52.74,34.88
Illinois,Jersey County,4,64.17,44.71
Illinois,Jersey County,5,74,55.24
Illinois,Jersey County,6,83.03,65.03
Illinois,Jersey County,7,87.92,69.38
Illinois,Jersey County,8,88.43,67.45
Illinois,Jersey County,9,80.23,57.6
Illinois,Jersey County,10,67.57,46.64
Illinois,Jersey County,11,53.66,36.22
Illinois,Jersey County,12,40.05,25.8
Illinois,Jo Daviess County,1,24.34,10.81
Illinois,Jo Daviess County,2,29.36,15.98
Illinois,Jo Daviess County,3,43.07,27.17
Illinois,Jo Daviess County,4,57.36,38.91
Illinois,Jo Daviess County,5,68.42,49.47
Illinois,Jo Daviess County,6,78.14,59.49
Illinois,Jo Daviess County,7,83.32,64.57
Illinois,Jo Daviess County,8,82.4,62.61
Illinois,Jo Daviess County,9,74.17,52.59
Illinois,Jo Daviess County,10,60.72,41.58
Illinois,Jo Daviess County,11,45.09,29.89
Illinois,Jo Daviess County,12,29.6,17.09
Illinois,Johnson County,1,39.63,25.67
Illinois,Johnson County,2,44.62,29.33
Illinois,Johnson County,3,55.54,37.97
Illinois,Johnson County,4,66.23,47.2
Illinois,Johnson County,5,75.27,57.74
Illinois,Johnson County,6,83.67,67.39
Illinois,Johnson County,7,87.49,71.9
Illinois,Johnson County,8,87.38,70.1
Illinois,Johnson County,9,80.11,60.57
Illinois,Johnson County,10,68.87,49.03
Illinois,Johnson County,11,55.97,38.86
Illinois,Johnson County,12,43.66,29.47
Illinois,Kane County,1,26.55,13.89
Illinois,Kane County,2,31.2,18.48
Illinois,Kane County,3,44,28.95
Illinois,Kane County,4,57.56,39.97
Illinois,Kane County,5,68.58,50.37
Illinois,Kane County,6,78.01,60.2
Illinois,Kane County,7,81.93,64.61
Illinois,Kane County,8,81.13,63.22
Illinois,Kane County,9,74.23,54.45
Illinois,Kane County,10,61.25,43.61
Illinois,Kane County,11,46.25,32.25
Illinois,Kane County,12,31.61,20.09
Illinois,Kankakee County,1,29,16.24
Illinois,Kankakee County,2,33.35,19.99
Illinois,Kankakee County,3,46.15,30.23
Illinois,Kankakee County,4,59.6,41.29
Illinois,Kankakee County,5,70.82,51.98
Illinois,Kankakee County,6,79.67,61.12
Illinois,Kankakee County,7,82.94,64.96
Illinois,Kankakee County,8,82.5,63.23
Illinois,Kankakee County,9,76.42,54.8
Illinois,Kankakee County,10,63.53,44.61
Illinois,Kankakee County,11,48.72,33.87
Illinois,Kankakee County,12,33.97,22.1
Illinois,Kendall County,1,27.58,14.86
Illinois,Kendall County,2,32.33,19.19
Illinois,Kendall County,3,45.33,29.56
Illinois,Kendall County,4,58.8,40.39
Illinois,Kendall County,5,69.84,50.85
Illinois,Kendall County,6,79.09,60.41
Illinois,Kendall County,7,82.8,64.61
Illinois,Kendall County,8,82.23,63.09
Illinois,Kendall County,9,75.48,54.27
Illinois,Kendall County,10,62.47,43.73
Illinois,Kendall County,11,47.41,32.71
Illinois,Kendall County,12,32.58,20.87
Illinois,Knox County,1,28.84,15.5
Illinois,Knox County,2,33.92,19.9
Illinois,Knox County,3,47.65,30.79
Illinois,Knox County,4,60.53,41.56
Illinois,Knox County,5,71.28,52.11
Illinois,Knox County,6,80.44,61.56
Illinois,Knox County,7,85.29,65.95
Illinois,Knox County,8,85.42,63.98
Illinois,Knox County,9,77.14,54.24
Illinois,Knox County,10,63.99,43.74
Illinois,Knox County,11,49.09,32.71
Illinois,Knox County,12,34.16,20.9
Illinois,Lake County,1,26.45,14.33
Illinois,Lake County,2,30.34,18.26
Illinois,Lake County,3,42.31,28.49
Illinois,Lake County,4,55.57,39.14
Illinois,Lake County,5,66.67,49.3
Illinois,Lake County,6,76.49,59.39
Illinois,Lake County,7,81.28,64.53
Illinois,Lake County,8,80.29,63.66
Illinois,Lake County,9,73.24,55.07
Illinois,Lake County,10,60.09,43.72
Illinois,Lake County,11,45.66,32.5
Illinois,Lake County,12,31.51,20.51
Illinois,LaSalle County,1,28.38,15.88
Illinois,LaSalle County,2,33.42,20.33
Illinois,LaSalle County,3,46.46,30.51
Illinois,LaSalle County,4,59.85,41.4
Illinois,LaSalle County,5,70.98,52.16
Illinois,LaSalle County,6,79.78,61.18
Illinois,LaSalle County,7,83.55,65.16
Illinois,LaSalle County,8,83.47,63.45
Illinois,LaSalle County,9,76.4,54.61
Illinois,LaSalle County,10,63.4,44.33
Illinois,LaSalle County,11,48.29,33.31
Illinois,LaSalle County,12,33.37,21.46
Illinois,Lawrence County,1,36.62,23.14
Illinois,Lawrence County,2,41.78,26.33
Illinois,Lawrence County,3,52.99,35.59
Illinois,Lawrence County,4,64.35,45.09
Illinois,Lawrence County,5,74.28,55.97
Illinois,Lawrence County,6,82.98,65.61
Illinois,Lawrence County,7,86.35,69.64
Illinois,Lawrence County,8,86.33,67.39
Illinois,Lawrence County,9,79.96,58.18
Illinois,Lawrence County,10,67.63,46.88
Illinois,Lawrence County,11,54.27,36.89
Illinois,Lawrence County,12,41.12,27.17
Illinois,Lee County,1,26.57,13.97
Illinois,Lee County,2,31.73,18.82
Illinois,Lee County,3,45.16,29.55
Illinois,Lee County,4,58.9,40.87
Illinois,Lee County,5,70,51.7
Illinois,Lee County,6,78.98,61.07
Illinois,Lee County,7,83.18,65.38
Illinois,Lee County,8,82.7,63.64
Illinois,Lee County,9,75.22,54.28
Illinois,Lee County,10,62.15,43.72
Illinois,Lee County,11,46.87,32.29
Illinois,Lee County,12,31.75,19.87
Illinois,Livingston County,1,29.22,16.44
Illinois,Livingston County,2,33.78,20.56
Illinois,Livingston County,3,46.34,30.74
Illinois,Livingston County,4,59.78,41.97
Illinois,Livingston County,5,71.49,53.24
Illinois,Livingston County,6,80.06,62.11
Illinois,Livingston County,7,83.27,65.77
Illinois,Livingston County,8,83.66,64.17
Illinois,Livingston County,9,76.99,55.62
Illinois,Livingston County,10,64.08,45.29
Illinois,Livingston County,11,49.18,34.23
Illinois,Livingston County,12,34.22,22.3
Illinois,Logan County,1,31.44,18.25
Illinois,Logan County,2,36.76,22.6
Illinois,Logan County,3,49.44,32.55
Illinois,Logan County,4,61.99,43.21
Illinois,Logan County,5,72.79,54.15
Illinois,Logan County,6,81.37,63.15
Illinois,Logan County,7,85.15,66.86
Illinois,Logan County,8,85.85,64.97
Illinois,Logan County,9,78.56,55.78
Illinois,Logan County,10,65.67,45.34
Illinois,Logan County,11,51.14,34.72
Illinois,Logan County,12,36.58,23.41
Illinois,McDonough County,1,30.58,17.02
Illinois,McDonough County,2,35.89,21.36
Illinois,McDonough County,3,49.14,31.73
Illinois,McDonough County,4,61.66,42.44
Illinois,McDonough County,5,72.07,52.89
Illinois,McDonough County,6,81.25,62.57
Illinois,McDonough County,7,86.46,67.06
Illinois,McDonough County,8,86.6,64.97
Illinois,McDonough County,9,78.12,55.08
Illinois,McDonough County,10,65.1,44.44
Illinois,McDonough County,11,50.51,33.57
Illinois,McDonough County,12,35.77,22.05
Illinois,McHenry County,1,25.42,12.24
Illinois,McHenry County,2,29.72,16.86
Illinois,McHenry County,3,42.25,27.38
Illinois,McHenry County,4,56.21,38.73
Illinois,McHenry County,5,67.46,49.07
Illinois,McHenry County,6,77.14,58.95
Illinois,McHenry County,7,81.47,63.63
Illinois,McHenry County,8,80.51,62.32
Illinois,McHenry County,9,73.41,53.44
Illinois,McHenry County,10,60.29,42.5
Illinois,McHenry County,11,45.32,31.19
Illinois,McHenry County,12,30.47,18.59
Illinois,McLean County,1,29.91,17.27
Illinois,McLean County,2,34.76,21.51
Illinois,McLean County,3,47.29,31.5
Illinois,McLean County,4,60.26,42.55
Illinois,McLean County,5,71.59,53.76
Illinois,McLean County,6,80.15,62.81
Illinois,McLean County,7,83.63,66.55
Illinois,McLean County,8,84.15,64.83
Illinois,McLean County,9,77.2,56
Illinois,McLean County,10,64.32,45.5
Illinois,McLean County,11,49.68,34.48
Illinois,McLean County,12,35.02,22.81
Illinois,Macon County,1,31.97,18.82
Illinois,Macon County,2,37.39,23.14
Illinois,Macon County,3,49.9,32.94
Illinois,Macon County,4,62.25,43.47
Illinois,Macon County,5,72.81,54.33
Illinois,Macon County,6,81.27,63.24
Illinois,Macon County,7,84.79,66.87
Illinois,Macon County,8,85.33,64.91
Illinois,Macon County,9,78.41,55.84
Illinois,Macon County,10,65.73,45.53
Illinois,Macon County,11,51.39,35.01
Illinois,Macon County,12,37.17,23.99
Illinois,Macoupin County,1,34.25,20.6
Illinois,Macoupin County,2,39.72,24.67
Illinois,Macoupin County,3,51.9,34.28
Illinois,Macoupin County,4,63.58,44.29
Illinois,Macoupin County,5,73.59,54.88
Illinois,Macoupin County,6,82.42,64.46
Illinois,Macoupin County,7,86.99,68.53
Illinois,Macoupin County,8,87.68,66.6
Illinois,Macoupin County,9,79.81,57.1
Illinois,Macoupin County,10,67.03,46.26
Illinois,Macoupin County,11,53,35.82
Illinois,Macoupin County,12,39.17,25.14
Illinois,Madison County,1,36.04,22.37
Illinois,Madison County,2,41.4,26.14
Illinois,Madison County,3,53.18,35.54
Illinois,Madison County,4,64.55,45.38
Illinois,Madison County,5,74.47,56.18
Illinois,Madison County,6,83.43,65.93
Illinois,Madison County,7,87.81,70.12
Illinois,Madison County,8,88.23,68.1
Illinois,Madison County,9,80.39,58.41
Illinois,Madison County,10,67.96,47.5
Illinois,Madison County,11,54.15,36.96
Illinois,Madison County,12,40.77,26.6
Illinois,Marion County,1,36.39,22.97
Illinois,Marion County,2,41.54,26.57
Illinois,Marion County,3,52.93,35.92
Illinois,Marion County,4,64.25,45.74
Illinois,Marion County,5,74.05,56.41
Illinois,Marion County,6,83.06,66.24
Illinois,Marion County,7,86.92,70.27
Illinois,Marion County,8,87.38,68.26
Illinois,Marion County,9,80.12,58.98
Illinois,Marion County,10,67.68,47.99
Illinois,Marion County,11,54.05,37.49
Illinois,Marion County,12,40.96,27.17
Illinois,Marshall County,1,29.01,16.23
Illinois,Marshall County,2,34.14,20.64
Illinois,Marshall County,3,47.28,30.9
Illinois,Marshall County,4,60.38,41.66
Illinois,Marshall County,5,71.44,52.42
Illinois,Marshall County,6,80.24,61.44
Illinois,Marshall County,7,84.37,65.48
Illinois,Marshall County,8,84.67,63.74
Illinois,Marshall County,9,77.09,54.6
Illinois,Marshall County,10,63.99,44.25
Illinois,Marshall County,11,49,33.34
Illinois,Marshall County,12,34.09,21.59
Illinois,Mason County,1,31.61,18.44
Illinois,Mason County,2,37.08,22.69
Illinois,Mason County,3,50.07,32.83
Illinois,Mason County,4,62.45,43.36
Illinois,Mason County,5,72.9,53.92
Illinois,Mason County,6,81.79,63.26
Illinois,Mason County,7,86.43,67.34
Illinois,Mason County,8,86.93,65.42
Illinois,Mason County,9,78.96,55.99
Illinois,Mason County,10,65.87,45.35
Illinois,Mason County,11,51.27,34.62
Illinois,Mason County,12,36.7,23.25
Illinois,Massac County,1,40.98,26.35
Illinois,Massac County,2,45.99,30.05
Illinois,Massac County,3,56.61,38.19
Illinois,Massac County,4,67.02,46.95
Illinois,Massac County,5,75.96,57.44
Illinois,Massac County,6,84.25,67.08
Illinois,Massac County,7,87.94,71.74
Illinois,Massac County,8,87.88,69.91
Illinois,Massac County,9,80.84,60.27
Illinois,Massac County,10,69.66,48.38
Illinois,Massac County,11,56.95,38.75
Illinois,Massac County,12,44.83,29.84
Illinois,Menard County,1,32.13,18.93
Illinois,Menard County,2,37.75,23.17
Illinois,Menard County,3,50.51,33.13
Illinois,Menard County,4,62.72,43.55
Illinois,Menard County,5,73.05,54.17
Illinois,Menard County,6,81.76,63.41
Illinois,Menard County,7,86.23,67.37
Illinois,Menard County,8,86.93,65.49
Illinois,Menard County,9,79.14,56.12
Illinois,Menard County,10,66.1,45.48
Illinois,Menard County,11,51.68,34.9
Illinois,Menard County,12,37.23,23.59
Illinois,Mercer County,1,27.85,14.28
Illinois,Mercer County,2,32.93,18.89
Illinois,Mercer County,3,47.17,30.34
Illinois,Mercer County,4,60.48,41.48
Illinois,Mercer County,5,71.37,52.15
Illinois,Mercer County,6,80.66,61.68
Illinois,Mercer County,7,85.66,66.11
Illinois,Mercer County,8,85.52,63.96
Illinois,Mercer County,9,77.13,53.92
Illinois,Mercer County,10,63.79,43.45
Illinois,Mercer County,11,48.54,32.16
Illinois,Mercer County,12,33.18,19.98
Illinois,Monroe County,1,37.79,23.33
Illinois,Monroe County,2,42.96,27.02
Illinois,Monroe County,3,54.32,36.24
Illinois,Monroe County,4,65.45,45.87
Illinois,Monroe County,5,74.62,56.41
Illinois,Monroe County,6,83.6,66.31
Illinois,Monroe County,7,88.64,70.95
Illinois,Monroe County,8,89.2,69.1
Illinois,Monroe County,9,81.03,59
Illinois,Monroe County,10,68.86,47.89
Illinois,Monroe County,11,55.29,37.35
Illinois,Monroe County,12,42.18,27.38
Illinois,Montgomery County,1,34.18,20.72
Illinois,Montgomery County,2,39.56,24.64
Illinois,Montgomery County,3,51.62,34.26
Illinois,Montgomery County,4,63.43,44.39
Illinois,Montgomery County,5,73.54,55.09
Illinois,Montgomery County,6,82.33,64.59
Illinois,Montgomery County,7,86.38,68.47
Illinois,Montgomery County,8,86.99,66.45
Illinois,Montgomery County,9,79.61,57.24
Illinois,Montgomery County,10,66.9,46.5
Illinois,Montgomery County,11,52.89,36.02
Illinois,Montgomery County,12,39.15,25.28
Illinois,Morgan County,1,32.82,19.22
Illinois,Morgan County,2,38.45,23.63
Illinois,Morgan County,3,51.08,33.5
Illinois,Morgan County,4,63.04,43.74
Illinois,Morgan County,5,73.1,54.17
Illinois,Morgan County,6,81.9,63.67
Illinois,Morgan County,7,86.79,67.86
Illinois,Morgan County,8,87.56,65.98
Illinois,Morgan County,9,79.44,56.38
Illinois,Morgan County,10,66.44,45.62
Illinois,Morgan County,11,52.16,35.05
Illinois,Morgan County,12,37.85,23.98
Illinois,Moultrie County,1,32.88,19.74
Illinois,Moultrie County,2,38.21,23.78
Illinois,Moultrie County,3,50.39,33.53
Illinois,Moultrie County,4,62.57,43.89
Illinois,Moultrie County,5,72.99,54.64
Illinois,Moultrie County,6,81.62,63.81
Illinois,Moultrie County,7,84.97,67.42
Illinois,Moultrie County,8,85.53,65.43
Illinois,Moultrie County,9,78.78,56.52
Illinois,Moultrie County,10,66.04,46.09
Illinois,Moultrie County,11,51.91,35.61
Illinois,Moultrie County,12,38.07,24.75
Illinois,Ogle County,1,25.3,12.16
Illinois,Ogle County,2,30.22,17.17
Illinois,Ogle County,3,43.69,28.08
Illinois,Ogle County,4,57.95,39.75
Illinois,Ogle County,5,69.13,50.48
Illinois,Ogle County,6,78.43,60.09
Illinois,Ogle County,7,82.8,64.6
Illinois,Ogle County,8,81.96,62.82
Illinois,Ogle County,9,74.47,53.37
Illinois,Ogle County,10,61.33,42.67
Illinois,Ogle County,11,45.94,31.17
Illinois,Ogle County,12,30.54,18.49
Illinois,Peoria County,1,29.31,16.23
Illinois,Peoria County,2,34.53,20.6
Illinois,Peoria County,3,47.92,31.11
Illinois,Peoria County,4,60.77,41.78
Illinois,Peoria County,5,71.55,52.41
Illinois,Peoria County,6,80.55,61.71
Illinois,Peoria County,7,85.22,65.97
Illinois,Peoria County,8,85.49,64.1
Illinois,Peoria County,9,77.46,54.6
Illinois,Peoria County,10,64.29,44.1
Illinois,Peoria County,11,49.4,33.18
Illinois,Peoria County,12,34.53,21.48
Illinois,Perry County,1,37.93,23.4
Illinois,Perry County,2,43.05,27.08
Illinois,Perry County,3,54.45,36.29
Illinois,Perry County,4,65.71,45.8
Illinois,Perry County,5,75.23,56.71
Illinois,Perry County,6,84.1,66.74
Illinois,Perry County,7,88.01,70.89
Illinois,Perry County,8,88.34,68.63
Illinois,Perry County,9,80.83,58.8
Illinois,Perry County,10,68.84,47.42
Illinois,Perry County,11,55.34,37.12
Illinois,Perry County,12,42.31,27.58
Illinois,Piatt County,1,31.61,18.41
Illinois,Piatt County,2,36.78,22.59
Illinois,Piatt County,3,49.23,32.47
Illinois,Piatt County,4,61.85,43.25
Illinois,Piatt County,5,72.6,54.21
Illinois,Piatt County,6,81.06,63.08
Illinois,Piatt County,7,84.3,66.6
Illinois,Piatt County,8,84.73,64.57
Illinois,Piatt County,9,78.08,55.65
Illinois,Piatt County,10,65.45,45.43
Illinois,Piatt County,11,51.11,34.9
Illinois,Piatt County,12,36.89,23.88
