State,County,Month,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F)
Illinois,Pike County,1,33.1,19.22
Illinois,Pike County,2,38.6,23.5
Illinois,Pike County,3,51.4,33.43
Illinois,Pike County,4,63.21,43.55
Illinois,Pike County,5,73.01,53.83
Illinois,Pike County,6,82.2,63.77
Illinois,Pike County,7,87.65,68.38
Illinois,Pike County,8,88.21,66.33
Illinois,Pike County,9,79.53,56.26
Illinois,Pike County,10,66.59,45.38
Illinois,Pike County,11,52.39,34.77
Illinois,Pike County,12,38.06,23.79
Illinois,Pope County,1,39.86,25.35
Illinois,Pope County,2,44.88,29.02
Illinois,Pope County,3,55.65,37.39
Illinois,Pope County,4,66.26,46.26
Illinois,Pope County,5,75.27,56.79
Illinois,Pope County,6,83.63,66.49
Illinois,Pope County,7,87.35,71.1
Illinois,Pope County,8,87.27,69.19
Illinois,Pope County,9,80.16,59.52
Illinois,Pope County,10,68.9,47.74
Illinois,Pope County,11,56.1,38.04
Illinois,Pope County,12,43.83,28.99
Illinois,Pulaski County,1,40.73,26.2
Illinois,Pulaski County,2,45.84,29.92
Illinois,Pulaski County,3,56.57,38.35
Illinois,Pulaski County,4,67.17,47.29
Illinois,Pulaski County,5,76.3,58.02
Illinois,Pulaski County,6,84.79,67.73
Illinois,Pulaski County,7,88.25,72.06
Illinois,Pulaski County,8,88.13,70.06
Illinois,Pulaski County,9,80.94,60.26
Illinois,Pulaski County,10,69.83,48.81
Illinois,Pulaski County,11,56.93,38.93
Illinois,Pulaski County,12,44.65,29.81
Illinois,Putnam County,1,28.67,16.01
Illinois,Putnam County,2,33.89,20.47
Illinois,Putnam County,3,47.14,30.73
Illinois,Putnam County,4,60.37,41.48
Illinois,Putnam County,5,71.37,52.15
Illinois,Putnam County,6,80.21,61.13
Illinois,Putnam County,7,84.39,65.24
Illinois,Putnam County,8,84.4,63.47
Illinois,Putnam County,9,76.83,54.29
Illinois,Putnam County,10,63.77,44.03
Illinois,Putnam County,11,48.68,33.13
Illinois,Putnam County,12,33.72,21.33
Illinois,Randolph County,1,38.49,23.95
Illinois,Randolph County,2,43.65,27.6
Illinois,Randolph County,3,55.02,36.73
Illinois,Randolph County,4,66.09,46.21
Illinois,Randolph County,5,75.34,56.92
Illinois,Randolph County,6,84.17,66.89
Illinois,Randolph County,7,88.41,71.32
Illinois,Randolph County,8,88.61,69.27
Illinois,Randolph County,9,80.86,59.33
Illinois,Randolph County,10,69.09,48.13
Illinois,Randolph County,11,55.71,37.69
Illinois,Randolph County,12,42.74,27.96
Illinois,Richland County,1,36.18,22.91
Illinois,Richland County,2,41.35,26.16
Illinois,Richland County,3,52.73,35.48
Illinois,Richland County,4,64.15,45.18
Illinois,Richland County,5,74.14,56.03
Illinois,Richland County,6,82.98,65.75
Illinois,Richland County,7,86.33,69.66
Illinois,Richland County,8,86.31,67.4
Illinois,Richland County,9,79.88,58.23
Illinois,Richland County,10,67.47,47.17
Illinois,Richland County,11,53.95,36.94
Illinois,Richland County,12,40.78,27.09
Illinois,Rock Island County,1,27.07,13.61
Illinois,Rock Island County,2,32.24,18.41
Illinois,Rock Island County,3,46.66,29.99
Illinois,Rock Island County,4,60.21,41.18
Illinois,Rock Island County,5,71.16,51.9
Illinois,Rock Island County,6,80.43,61.34
Illinois,Rock Island County,7,85.17,65.74
Illinois,Rock Island County,8,84.86,63.64
Illinois,Rock Island County,9,76.69,53.52
Illinois,Rock Island County,10,63.36,43.11
Illinois,Rock Island County,11,47.95,31.73
Illinois,Rock Island County,12,32.47,19.46
Illinois,St. Clair County,1,37.07,22.98
Illinois,St. Clair County,2,42.37,26.67
Illinois,St. Clair County,3,53.96,35.97
Illinois,St. Clair County,4,65.21,45.65
Illinois,St. Clair County,5,74.92,56.55
Illinois,St. Clair County,6,83.89,66.44
Illinois,St. Clair County,7,88.3,70.7
Illinois,St. Clair County,8,88.72,68.61
Illinois,St. Clair County,9,80.88,58.72
Illinois,St. Clair County,10,68.6,47.68
Illinois,St. Clair County,11,54.87,37.11
Illinois,St. Clair County,12,41.63,27.07
Illinois,Saline County,1,39.2,25.05
Illinois,Saline County,2,44.11,28.45
Illinois,Saline County,3,55.19,37.41
Illinois,Saline County,4,66.21,46.69
Illinois,Saline County,5,75.45,57.38
Illinois,Saline County,6,83.93,67.05
Illinois,Saline County,7,87.58,71.39
Illinois,Saline County,8,87.48,69.21
Illinois,Saline County,9,80.38,59.64
Illinois,Saline County,10,68.92,48.4
Illinois,Saline County,11,55.93,38.49
Illinois,Saline County,12,43.34,28.97
Illinois,Sangamon County,1,32.92,19.69
Illinois,Sangamon County,2,38.51,23.87
Illinois,Sangamon County,3,50.98,33.69
Illinois,Sangamon County,4,63.09,44.01
Illinois,Sangamon County,5,73.35,54.66
Illinois,Sangamon County,6,81.93,63.86
Illinois,Sangamon County,7,86.03,67.66
Illinois,Sangamon County,8,86.91,65.79
Illinois,Sangamon County,9,79.44,56.6
Illinois,Sangamon County,10,66.5,46.01
Illinois,Sangamon County,11,52.21,35.47
Illinois,Sangamon County,12,38,24.35
Illinois,Schuyler County,1,31.64,18.06
Illinois,Schuyler County,2,37.17,22.47
Illinois,Schuyler County,3,50.17,32.62
Illinois,Schuyler County,4,62.45,43.17
Illinois,Schuyler County,5,72.63,53.54
Illinois,Schuyler County,6,81.72,63.19
Illinois,Schuyler County,7,86.93,67.6
Illinois,Schuyler County,8,87.25,65.58
Illinois,Schuyler County,9,78.86,55.77
Illinois,Schuyler County,10,65.85,45.11
Illinois,Schuyler County,11,51.35,34.34
Illinois,Schuyler County,12,36.73,22.98
Illinois,Scott County,1,33.18,19.42
Illinois,Scott County,2,38.78,23.84
Illinois,Scott County,3,51.46,33.67
Illinois,Scott County,4,63.33,43.87
Illinois,Scott County,5,73.25,54.17
Illinois,Scott County,6,82.22,63.9
Illinois,Scott County,7,87.45,68.26
Illinois,Scott County,8,88.17,66.36
Illinois,Scott County,9,79.74,56.55
Illinois,Scott County,10,66.73,45.7
Illinois,Scott County,11,52.49,35.13
Illinois,Scott County,12,38.17,24.13
Illinois,Shelby County,1,33.5,20.27
Illinois,Shelby County,2,38.79,24.16
Illinois,Shelby County,3,50.78,33.81
Illinois,Shelby County,4,62.91,44.14
Illinois,Shelby County,5,73.24,54.88
Illinois,Shelby County,6,81.96,64.22
Illinois,Shelby County,7,85.43,67.88
Illinois,Shelby County,8,86.09,65.91
Illinois,Shelby County,9,79.23,56.95
Illinois,Shelby County,10,66.41,46.35
Illinois,Shelby County,11,52.39,35.93
Illinois,Shelby County,12,38.64,25.13
Illinois,Stark County,1,28.21,15.07
Illinois,Stark County,2,33.32,19.47
Illinois,Stark County,3,46.93,30.22
Illinois,Stark County,4,60.08,41.11
Illinois,Stark County,5,71.03,51.84
Illinois,Stark County,6,80.05,61.06
Illinois,Stark County,7,84.66,65.39
Illinois,Stark County,8,84.8,63.53
Illinois,Stark County,9,76.77,53.97
Illinois,Stark County,10,63.61,43.55
Illinois,Stark County,11,48.6,32.55
Illinois,Stark County,12,33.48,20.55
Illinois,Stephenson County,1,24.39,10.84
Illinois,Stephenson County,2,29.13,15.82
Illinois,Stephenson County,3,42.55,26.81
Illinois,Stephenson County,4,57.06,38.64
Illinois,Stephenson County,5,68.25,49.19
Illinois,Stephenson County,6,77.89,59.1
Illinois,Stephenson County,7,82.6,63.93
Illinois,Stephenson County,8,81.61,62.12
Illinois,Stephenson County,9,73.77,52.41
Illinois,Stephenson County,10,60.54,41.57
Illinois,Stephenson County,11,45.11,30.08
Illinois,Stephenson County,12,29.65,17.32
Illinois,Tazewell County,1,30.3,17.27
Illinois,Tazewell County,2,35.57,21.57
Illinois,Tazewell County,3,48.61,31.78
Illinois,Tazewell County,4,61.29,42.4
Illinois,Tazewell County,5,72.08,53.15
Illinois,Tazewell County,6,80.85,62.33
Illinois,Tazewell County,7,85.16,66.32
Illinois,Tazewell County,8,85.7,64.49
Illinois,Tazewell County,9,78,55.17
Illinois,Tazewell County,10,64.87,44.62
Illinois,Tazewell County,11,50.13,33.87
Illinois,Tazewell County,12,35.4,22.38
Illinois,Union County,1,39.53,25.25
Illinois,Union County,2,44.53,28.87
Illinois,Union County,3,55.57,37.68
Illinois,Union County,4,66.34,46.85
Illinois,Union County,5,75.41,57.48
Illinois,Union County,6,83.91,67.21
Illinois,Union County,7,87.74,71.68
Illinois,Union County,8,87.59,69.74
Illinois,Union County,9,80.22,59.99
Illinois,Union County,10,68.98,48.58
Illinois,Union County,11,55.99,38.46
Illinois,Union County,12,43.57,29.07
Illinois,Vermilion County,1,31.33,18.3
Illinois,Vermilion County,2,36.03,21.95
Illinois,Vermilion County,3,48.47,32.1
Illinois,Vermilion County,4,61.31,42.96
Illinois,Vermilion County,5,71.97,53.57
Illinois,Vermilion County,6,80.71,62.79
Illinois,Vermilion County,7,83.78,66.39
Illinois,Vermilion County,8,83.57,64.28
Illinois,Vermilion County,9,77.61,55.66
Illinois,Vermilion County,10,64.81,45.29
Illinois,Vermilion County,11,50.73,34.99
Illinois,Vermilion County,12,36.51,23.85
Illinois,Wabash County,1,37.4,23.94
Illinois,Wabash County,2,42.54,27.03
Illinois,Wabash County,3,53.64,36.13
Illinois,Wabash County,4,64.83,45.52
Illinois,Wabash County,5,74.71,56.39
Illinois,Wabash County,6,83.29,65.9
Illinois,Wabash County,7,86.7,69.93
Illinois,Wabash County,8,86.91,67.74
Illinois,Wabash County,9,80.37,58.5
Illinois,Wabash County,10,68.09,47.24
Illinois,Wabash County,11,54.81,37.28
Illinois,Wabash County,12,41.82,27.69
Illinois,Warren County,1,29.08,15.42
Illinois,Warren County,2,34.11,19.8
Illinois,Warren County,3,47.8,30.81
Illinois,Warren County,4,60.73,41.75
Illinois,Warren County,5,71.51,52.37
Illinois,Warren County,6,80.69,61.9
Illinois,Warren County,7,85.73,66.35
Illinois,Warren County,8,85.77,64.25
Illinois,Warren County,9,77.38,54.39
Illinois,Warren County,10,64.21,43.86
Illinois,Warren County,11,49.33,32.8
Illinois,Warren County,12,34.34,20.89
Illinois,Washington County,1,37.35,23.06
Illinois,Washington County,2,42.56,26.84
Illinois,Washington County,3,54,36.04
Illinois,Washington County,4,65.29,45.7
Illinois,Washington County,5,74.99,56.69
Illinois,Washington County,6,83.94,66.69
Illinois,Washington County,7,87.91,70.78
Illinois,Washington County,8,88.34,68.54
Illinois,Washington County,9,80.83,58.8
Illinois,Washington County,10,68.62,47.52
Illinois,Washington County,11,54.97,37.02
Illinois,Washington County,12,41.82,27.26
Illinois,Wayne County,1,37.4,23.68
Illinois,Wayne County,2,42.45,27.04
Illinois,Wayne County,3,53.73,36.33
Illinois,Wayne County,4,64.97,45.84
Illinois,Wayne County,5,74.74,56.72
Illinois,Wayne County,6,83.55,66.43
Illinois,Wayne County,7,87.19,70.52
Illinois,Wayne County,8,87.67,68.42
Illinois,Wayne County,9,80.65,59.01
Illinois,Wayne County,10,68.29,47.74
Illinois,Wayne County,11,54.84,37.49
Illinois,Wayne County,12,41.84,27.73
Illinois,White County,1,38.56,24.65
Illinois,White County,2,43.49,27.83
Illinois,White County,3,54.6,36.88
Illinois,White County,4,65.75,46.19
Illinois,White County,5,75.37,57.04
Illinois,White County,6,83.85,66.56
Illinois,White County,7,87.36,70.73
Illinois,White County,8,87.49,68.52
Illinois,White County,9,80.62,59.07
Illinois,White County,10,68.76,47.85
Illinois,White County,11,55.62,37.99
Illinois,White County,12,42.84,28.48
Illinois,Whiteside County,1,26.38,12.84
Illinois,Whiteside County,2,31.63,17.83
Illinois,Whiteside County,3,45.83,29.33
Illinois,Whiteside County,4,59.77,40.77
Illinois,Whiteside County,5,70.91,51.74
Illinois,Whiteside County,6,79.94,61
Illinois,Whiteside County,7,84.38,65.29
Illinois,Whiteside County,8,83.91,63.3
Illinois,Whiteside County,9,76.17,53.28
Illinois,Whiteside County,10,62.92,42.84
Illinois,Whiteside County,11,47.4,31.54
Illinois,Whiteside County,12,31.74,19
Illinois,Will County,1,28.28,15.58
Illinois,Will County,2,32.7,19.43
Illinois,Will County,3,45.43,29.62
Illinois,Will County,4,58.79,40.4
Illinois,Will County,5,69.89,50.85
Illinois,Will County,6,79.05,60.33
Illinois,Will County,7,82.73,64.54
Illinois,Will County,8,82.02,63.01
Illinois,Will County,9,75.62,54.38
Illinois,Will County,10,62.67,43.91
Illinois,Will County,11,47.83,33.12
Illinois,Will County,12,33.2,21.46
Illinois,Williamson County,1,39.18,25.55
Illinois,Williamson County,2,44.08,29.11
Illinois,Williamson County,3,55.22,38.14
Illinois,Williamson County,4,66.09,47.67
Illinois,Williamson County,5,75.2,58.22
Illinois,Williamson County,6,83.65,67.85
Illinois,Williamson County,7,87.57,72.29
Illinois,Williamson County,8,87.48,70.45
Illinois,Williamson County,9,80.14,61.05
Illinois,Williamson County,10,68.76,49.73
Illinois,Williamson County,11,55.76,39.29
Illinois,Williamson County,12,43.3,29.55
Illinois,Winnebago County,1,25.03,11.56
Illinois,Winnebago County,2,29.77,16.57
Illinois,Winnebago County,3,43.1,27.54
Illinois,Winnebago County,4,57.41,39.13
Illinois,Winnebago County,5,68.59,49.56
Illinois,Winnebago County,6,78.15,59.37
Illinois,Winnebago County,7,82.64,64.02
Illinois,Winnebago County,8,81.7,62.33
Illinois,Winnebago County,9,74.17,52.99
Illinois,Winnebago County,10,60.91,42.2
Illinois,Winnebago County,11,45.6,30.79
Illinois,Winnebago County,12,30.24,18.02
Illinois,Woodford County,1,29.32,16.28
Illinois,Woodford County,2,34.25,20.56
Illinois,Woodford County,3,47.11,30.8
Illinois,Woodford County,4,60.18,41.7
Illinois,Woodford County,5,71.52,52.76
Illinois,Woodford County,6,80.22,61.8
Illinois,Woodford County,7,84.13,65.68
Illinois,Woodford County,8,84.71,63.94
Illinois,Woodford County,9,77.3,54.9
Illinois,Woodford County,10,64.23,44.48
Illinois,Woodford County,11,49.32,33.55
Illinois,Woodford County,12,34.41,21.79
Indiana,Adams County,1,31.12,18.88
Indiana,Adams County,2,34.9,21.71
Indiana,Adams County,3,46.68,31.09
Indiana,Adams County,4,59.58,41.91
Indiana,Adams County,5,70.19,52.64
Indiana,Adams County,6,79.21,62.05
Indiana,Adams County,7,82.61,66.03
Indiana,Adams County,8,81.4,64.03
Indiana,Adams County,9,75.44,55.59
Indiana,Adams County,10,62.98,44.88
Indiana,Adams County,11,49.64,35.03
Indiana,Adams County,12,35.75,24.17
Indiana,Allen County,1,30.39,18.3
Indiana,Allen County,2,34.17,21.12
Indiana,Allen County,3,46,30.3
Indiana,Allen County,4,59,41.24
Indiana,Allen County,5,69.73,51.84
Indiana,Allen County,6,78.89,61.41
Indiana,Allen County,7,82.46,65.49
Indiana,Allen County,8,81.34,63.56
Indiana,Allen County,9,75.32,55.14
Indiana,Allen County,10,62.57,44.43
Indiana,Allen County,11,49.04,34.52
Indiana,Allen County,12,34.98,23.59
Indiana,Bartholomew County,1,35.43,22.4
Indiana,Bartholomew County,2,39.68,25.31
Indiana,Bartholomew County,3,50.73,34.6
Indiana,Bartholomew County,4,62.22,44.67
Indiana,Bartholomew County,5,71.85,55.05
Indiana,Bartholomew County,6,80.35,64.57
Indiana,Bartholomew County,7,83.91,68.84
Indiana,Bartholomew County,8,83.83,67.07
Indiana,Bartholomew County,9,77.33,58.32
Indiana,Bartholomew County,10,65.3,46.82
Indiana,Bartholomew County,11,52.61,37.17
Indiana,Bartholomew County,12,39.62,26.85
Indiana,Benton County,1,30.08,17.35
Indiana,Benton County,2,34.65,21.18
Indiana,Benton County,3,47.47,31.49
Indiana,Benton County,4,60.39,42.37
Indiana,Benton County,5,71.19,52.97
Indiana,Benton County,6,79.87,62.11
Indiana,Benton County,7,82.95,65.72
Indiana,Benton County,8,82.57,63.71
Indiana,Benton County,9,76.7,55.16
Indiana,Benton County,10,63.89,44.92
Indiana,Benton County,11,49.65,34.51
Indiana,Benton County,12,35.17,23.05
Indiana,Blackford County,1,31.19,18.82
Indiana,Blackford County,2,35.17,21.85
Indiana,Blackford County,3,46.97,31.25
Indiana,Blackford County,4,59.77,42.1
Indiana,Blackford County,5,70.4,52.88
Indiana,Blackford County,6,79.3,62.2
Indiana,Blackford County,7,82.56,65.99
Indiana,Blackford County,8,81.52,63.95
Indiana,Blackford County,9,75.48,55.51
Indiana,Blackford County,10,63.09,44.85
Indiana,Blackford County,11,49.73,35.08
Indiana,Blackford County,12,35.82,24.01
Indiana,Boone County,1,32.02,19.66
Indiana,Boone County,2,36.53,22.93
Indiana,Boone County,3,48.46,32.67
Indiana,Boone County,4,60.56,43.11
Indiana,Boone County,5,70.8,53.56
Indiana,Boone County,6,79.59,63.07
Indiana,Boone County,7,82.72,66.82
Indiana,Boone County,8,82.28,64.86
Indiana,Boone County,9,76.13,56.37
Indiana,Boone County,10,63.65,45.49
Indiana,Boone County,11,50.31,35.44
Indiana,Boone County,12,36.71,24.55
Indiana,Brown County,1,35.03,21.62
Indiana,Brown County,2,39.3,24.67
Indiana,Brown County,3,50.4,34.12
Indiana,Brown County,4,61.83,44
Indiana,Brown County,5,71.46,54.18
Indiana,Brown County,6,79.95,63.89
Indiana,Brown County,7,83.76,68.38
Indiana,Brown County,8,83.79,66.6
Indiana,Brown County,9,77.23,57.65
Indiana,Brown County,10,65.11,46.05
Indiana,Brown County,11,52.31,36.43
Indiana,Brown County,12,39.28,26.12
Indiana,Carroll County,1,30.55,18
Indiana,Carroll County,2,35.12,21.72
Indiana,Carroll County,3,47.86,31.85
Indiana,Carroll County,4,60.65,42.75
Indiana,Carroll County,5,71.28,53.34
Indiana,Carroll County,6,80.06,62.65
Indiana,Carroll County,7,83.13,66.3
Indiana,Carroll County,8,82.58,64.38
Indiana,Carroll County,9,76.67,55.69
Indiana,Carroll County,10,63.93,45.16
Indiana,Carroll County,11,49.91,34.84
Indiana,Carroll County,12,35.54,23.41
Indiana,Cass County,1,30.28,18.22
Indiana,Cass County,2,34.55,21.73
Indiana,Cass County,3,47.02,31.5
Indiana,Cass County,4,59.86,42.47
Indiana,Cass County,5,70.53,52.95
Indiana,Cass County,6,79.39,62.32
Indiana,Cass County,7,82.64,66.13
Indiana,Cass County,8,81.89,64.24
Indiana,Cass County,9,75.95,55.82
Indiana,Cass County,10,63.19,45.36
Indiana,Cass County,11,49.34,35.06
Indiana,Cass County,12,35.1,23.63
Indiana,Clark County,1,38.49,24.99
Indiana,Clark County,2,42.84,27.88
Indiana,Clark County,3,53.35,36.52
Indiana,Clark County,4,63.86,45.92
Indiana,Clark County,5,72.99,56.16
Indiana,Clark County,6,81.32,65.69
Indiana,Clark County,7,85.02,70.23
Indiana,Clark County,8,84.69,68.81
Indiana,Clark County,9,77.79,59.88
Indiana,Clark County,10,66.43,48.03
Indiana,Clark County,11,54.47,38.49
Indiana,Clark County,12,42.39,28.89
Indiana,Clay County,1,33.79,20.65
Indiana,Clay County,2,38.5,24.16
Indiana,Clay County,3,50.22,33.98
Indiana,Clay County,4,62.31,44.31
Indiana,Clay County,5,72.2,54.57
Indiana,Clay County,6,81.06,64.36
Indiana,Clay County,7,84.47,68.46
Indiana,Clay County,8,84.45,66.45
Indiana,Clay County,9,78.26,57.59
Indiana,Clay County,10,65.62,46.42
Indiana,Clay County,11,52.19,36.41
Indiana,Clay County,12,38.67,25.71
Indiana,Clinton County,1,31.3,19.01
Indiana,Clinton County,2,35.81,22.41
Indiana,Clinton County,3,48.13,32.32
Indiana,Clinton County,4,60.57,42.98
Indiana,Clinton County,5,71.05,53.56
Indiana,Clinton County,6,79.79,62.9
Indiana,Clinton County,7,82.81,66.53
Indiana,Clinton County,8,82.31,64.59
Indiana,Clinton County,9,76.29,56.06
Indiana,Clinton County,10,63.74,45.42
Indiana,Clinton County,11,50.1,35.26
Indiana,Clinton County,12,36.15,24.16
Indiana,Crawford County,1,38.5,24.79
Indiana,Crawford County,2,43.14,27.91
Indiana,Crawford County,3,53.77,36.43
Indiana,Crawford County,4,64.11,45.69
Indiana,Crawford County,5,73.16,55.8
Indiana,Crawford County,6,81.48,65.4
Indiana,Crawford County,7,85.17,69.96
Indiana,Crawford County,8,85.2,68.39
Indiana,Crawford County,9,78.39,59.37
Indiana,Crawford County,10,67,47.71
Indiana,Crawford County,11,54.88,38.24
Indiana,Crawford County,12,42.5,28.64
Indiana,Daviess County,1,37.3,23.81
Indiana,Daviess County,2,42.04,26.99
Indiana,Daviess County,3,52.74,35.98
Indiana,Daviess County,4,63.89,45.68
Indiana,Daviess County,5,73.53,56.2
Indiana,Daviess County,6,82.08,65.87
Indiana,Daviess County,7,85.59,70.14
Indiana,Daviess County,8,85.66,68.25
Indiana,Daviess County,9,79.18,59.29
Indiana,Daviess County,10,67.14,47.94
Indiana,Daviess County,11,54.34,38.16
Indiana,Daviess County,12,41.46,28
Indiana,Dearborn County,1,35.54,22.49
Indiana,Dearborn County,2,39.77,25.14
Indiana,Dearborn County,3,50.82,33.91
Indiana,Dearborn County,4,62.15,43.74
Indiana,Dearborn County,5,71.49,53.94
Indiana,Dearborn County,6,79.81,63.34
Indiana,Dearborn County,7,83.69,68.2
Indiana,Dearborn County,8,84,66.86
Indiana,Dearborn County,9,77.46,57.66
Indiana,Dearborn County,10,65.21,45.47
Indiana,Dearborn County,11,52.56,36.06
Indiana,Dearborn County,12,39.67,26.48
Indiana,Decatur County,1,34.79,21.99
Indiana,Decatur County,2,38.96,24.74
Indiana,Decatur County,3,50.08,33.93
Indiana,Decatur County,4,61.53,44.01
Indiana,Decatur County,5,71.14,54.39
Indiana,Decatur County,6,79.68,63.76
Indiana,Decatur County,7,83.1,67.99
Indiana,Decatur County,8,82.9,66.28
Indiana,Decatur County,9,76.5,57.6
Indiana,Decatur County,10,64.51,46.06
Indiana,Decatur County,11,51.88,36.5
Indiana,Decatur County,12,38.99,26.35
Indiana,De Kalb County,1,29.28,17.11
Indiana,De Kalb County,2,32.72,19.79
Indiana,De Kalb County,3,44.18,28.75
Indiana,De Kalb County,4,57.53,39.91
